player_id,player_name,age,nationality,position,secondary_position,foot,height_cm,weight_kg,club,league,matches_played,matches_started,minutes_played,goals,assists,goals_per_90,assists_per_90,xG,xA,xG_per_90,xA_per_90,shots,shots_on_target,shot_accuracy,passes_completed,pass_completion_pct,progressive_passes,key_passes,key_passes_per_90,tackles,tackles_per_90,interceptions,interceptions_per_90,blocks,clearances,aerial_wins,aerial_win_pct,dribbles_completed,dribbles_per_90,dribble_success_pct,progressive_carries,progressive_carries_per_90,carries_final_third,carries_penalty_area,touches,touches_per_90,pressures,pressure_success,pressure_success_pct,sca,sca_per_90,gca,gca_per_90,saves,save_pct,clean_sheets,goals_against,yellow_cards,red_cards,fouls_committed,fouls_drawn,market_value_eur,wage_weekly_eur,contract_expires,current_ability,potential_ability,potential_category,season,scout_recommendation,value_category
325,Gonçalo Doué,20,England,LB,RB,Right,175,64,Leganés,La Liga,5,4,408,0,0,0.0,0.0,0.18,0.44,0.04,0.097,1,0,0.0,217,88.6,31,2,0.44,11.1,2.45,7.4,1.64,8.1,12.1,8.8,46.0,1.4,0.32,73.2,7.4,1.63,2.4,1.2,267,59.0,77.8,22.4,28.8,3,0.66,2,0.44,0.0,,,,0,0,3.4,9.8,586303,1000,2028,62,79,Good,2024-25,Low Priority,Low (<€1M)
326,Bukayo Félix,21,Brazil,RW,,Right,180,77,Leganés,La Liga,21,21,1586,5,3,0.284,0.17,7.9,3.93,0.448,0.223,51,22,0.431,722,79.4,123,30,1.76,33.8,1.92,16.6,0.94,10.9,5.3,15.3,61.2,42.0,2.39,51.6,119.8,6.8,50.8,8.7,1092,62.0,433.7,160.2,36.9,67,3.8,4,0.23,0.0,,,,2,0,19.9,17.4,4119814,1000,2028,72,79,Good,2024-25,Monitor,Low-Medium (€1-5M)
327,Khvicha Yıldız,22,Mexico,CB,,Right,193,81,Leganés,La Liga,2,2,187,0,0,0.0,0.0,0.1,0.15,0.047,0.072,0,0,0.0,112,84.0,8,1,0.48,7.2,3.46,4.4,2.1,3.2,10.0,6.4,62.7,1.5,0.74,59.7,4.9,2.35,1.8,0.4,128,62.0,19.4,5.7,29.2,2,0.96,2,0.96,0.0,,,,0,0,3.0,1.9,151749,1000,2028,84,89,Excellent,2024-25,Recommended,Low (<€1M)
328,Warren Musiala,16,Croatia,CM,CDM,Right,187,75,Mallorca,La Liga,12,10,959,2,1,0.188,0.094,1.05,1.8,0.098,0.169,17,8,0.471,575,85.6,63,13,1.28,21.6,2.02,14.2,1.33,12.3,6.7,22.0,50.1,16.4,1.54,60.8,25.3,2.38,14.3,4.5,703,66.0,199.2,72.6,36.4,23,2.16,1,0.09,0.0,,,,2,0,6.1,22.5,882555,1000,2027,78,96,World Class,2024-25,Must Sign,Low (<€1M)
329,Kobbie Kvaratskhelia,22,Italy,LB,ST,Right,168,67,Mallorca,La Liga,12,9,914,0,1,0.0,0.098,0.24,0.61,0.024,0.06,4,1,0.25,751,82.4,60,4,0.39,18.7,1.84,24.1,2.38,20.2,32.4,31.1,38.4,14.8,1.46,53.6,35.5,3.49,21.1,3.8,690,68.0,86.1,34.2,39.7,15,1.48,0,0.0,0.0,,,,0,0,23.8,25.8,748731,1000,2027,71,80,Very Good,2024-25,Recommended,Low (<€1M)
330,Rayan Elliott,17,Nigeria,RW,,Right,175,65,Mallorca,La Liga,7,6,557,2,1,0.323,0.162,2.17,1.63,0.351,0.264,15,7,0.467,228,85.2,43,17,2.79,11.3,1.82,4.1,0.66,0.9,1.9,4.4,59.4,26.9,4.35,62.9,54.2,8.76,20.4,10.2,358,58.0,118.4,31.4,26.6,36,5.82,2,0.32,0.0,,,,1,0,6.7,17.6,542336,1000,2029,55,77,Good,2024-25,Recommended,Low (<€1M)
331,Ansu Doku,22,Spain,CB,,Left,182,71,Mallorca,La Liga,23,21,1725,1,0,0.052,0.0,0.98,0.44,0.051,0.023,13,3,0.231,1418,88.3,115,7,0.37,46.9,2.45,55.0,2.87,15.7,44.3,45.2,65.2,22.9,1.2,49.5,55.2,2.88,30.3,7.7,1552,81.0,166.0,42.4,25.5,24,1.25,0,0.0,0.0,,,,3,0,35.6,47.5,1785260,1000,2027,71,82,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
332,Cole Zaïre-Emery,17,Germany,LB,CB,Right,171,66,Mallorca,La Liga,9,7,679,0,0,0.0,0.0,0.32,0.06,0.043,0.007,5,1,0.2,452,86.4,37,4,0.53,28.9,3.83,8.1,1.07,12.5,31.4,29.5,59.2,10.7,1.42,65.5,24.8,3.29,13.1,4.6,407,54.0,86.6,28.7,33.2,12,1.59,1,0.13,0.0,,,,0,0,16.5,10.3,361708,1000,2026,71,86,Excellent,2024-25,Must Sign,Low (<€1M)
333,Florian Diaby,17,Netherlands,RW,LB,Right,170,61,Mallorca,La Liga,3,1,241,0,0,0.0,0.0,0.8,0.51,0.299,0.192,9,3,0.333,72,83.5,10,4,1.65,1.4,0.53,3.1,1.16,1.6,1.1,4.0,56.2,14.1,5.26,59.7,20.6,7.68,12.0,1.1,120,45.0,33.5,9.4,28.1,12,4.48,0,0.0,0.0,,,,0,0,4.0,5.2,141930,1000,2026,58,78,Good,2024-25,Monitor,Low (<€1M)
334,Randal Yamal,17,Spain,CM,RW,Right,175,69,Mallorca,La Liga,9,8,712,0,1,0.0,0.126,0.65,1.05,0.082,0.133,14,6,0.429,371,86.4,71,7,0.99,21.9,2.77,15.9,2.01,8.8,7.1,10.8,44.6,10.5,1.32,70.9,17.4,2.2,8.6,1.3,601,76.0,138.9,44.4,32.0,14,1.77,0,0.0,0.0,,,,2,0,6.8,14.1,489793,1000,2029,75,92,World Class,2024-25,Must Sign,Low (<€1M)
335,Amadou Camavinga,16,Switzerland,CAM,,Right,167,61,Mallorca,La Liga,7,7,576,2,2,0.312,0.312,1.15,1.2,0.18,0.187,15,7,0.467,243,79.3,70,21,3.35,12.4,1.93,4.9,0.77,3.4,5.0,7.3,49.8,21.1,3.3,48.2,33.6,5.25,13.8,5.8,332,52.0,98.5,30.6,31.1,34,5.31,1,0.16,0.0,,,,0,0,5.6,9.4,427707,1000,2027,66,86,Excellent,2024-25,Must Sign,Low (<€1M)
336,Malo Fernández,16,Denmark,ST,RB,Right,183,65,Mallorca,La Liga,11,9,873,5,1,0.515,0.103,5.2,1.55,0.536,0.159,40,16,0.4,213,78.9,19,8,0.85,7.7,0.8,5.3,0.55,3.2,3.7,18.7,46.2,17.3,1.79,70.2,16.3,1.68,7.5,2.0,320,33.0,135.2,48.1,35.6,16,1.65,4,0.41,0.0,,,,0,0,21.8,16.5,866397,1000,2028,71,92,World Class,2024-25,Must Sign,Low (<€1M)
337,Bradley Dembélé,20,Netherlands,RW,,Right,166,60,Mallorca,La Liga,24,22,1851,9,2,0.438,0.097,5.24,2.96,0.255,0.144,46,23,0.5,617,85.6,123,39,1.93,14.6,0.71,15.8,0.77,14.0,2.4,30.7,43.2,84.5,4.11,61.3,182.9,8.89,98.4,15.5,1316,64.0,324.7,117.8,36.3,101,4.91,5,0.24,0.0,,,,2,0,14.0,45.6,6084489,1214,2026,74,89,Excellent,2024-25,Must Sign,Medium (€5-10M)
338,Mason Rashford,17,Argentina,LB,,Right,178,73,Mallorca,La Liga,10,8,815,0,0,0.0,0.0,0.03,0.87,0.003,0.096,3,1,0.333,380,83.9,27,6,0.66,26.1,2.88,16.5,1.82,15.9,44.8,28.2,42.3,12.2,1.35,73.4,25.3,2.8,10.0,3.5,751,83.0,178.4,63.5,35.6,14,1.55,1,0.11,0.0,,,,1,0,19.7,24.8,383150,1000,2028,57,77,Good,2024-25,Monitor,Low (<€1M)
339,Michael Elliott,18,England,ST,,Both,184,73,Mallorca,La Liga,12,10,942,6,1,0.573,0.096,6.17,1.81,0.59,0.173,50,21,0.42,282,74.1,10,10,0.96,4.5,0.43,9.6,0.92,3.9,4.1,17.5,36.0,14.8,1.42,49.2,41.9,4.0,17.4,6.9,439,42.0,164.7,41.9,25.4,22,2.1,4,0.38,0.0,,,,1,0,10.4,13.7,3735197,1000,2028,59,75,Good,2024-25,Recommended,Low-Medium (€1-5M)
340,Warren Camavinga,20,England,CDM,,Left,181,77,Osasuna,La Liga,7,6,589,0,0,0.0,0.0,0.37,0.85,0.057,0.13,10,4,0.4,425,84.6,65,6,1.01,15.5,2.36,10.8,1.65,5.9,12.0,14.2,69.5,9.5,1.46,71.6,30.1,4.6,13.0,5.0,431,66.0,96.3,33.5,34.8,15,2.29,0,0.0,0.0,,,,0,0,3.6,14.3,826341,1000,2029,76,88,Excellent,2024-25,Highly Recommended,Low (<€1M)
341,Lamine Foden,19,France,CDM,,Right,183,70,Osasuna,La Liga,2,1,161,0,0,0.0,0.0,0.26,0.31,0.148,0.171,2,0,0.0,96,84.5,10,2,1.52,5.7,3.19,3.7,2.04,2.2,3.0,1.7,65.6,1.0,0.58,66.2,7.7,4.3,2.4,0.4,101,57.0,32.0,10.1,31.7,4,2.24,0,0.0,0.0,,,,0,0,3.6,5.2,257599,1000,2027,76,90,World Class,2024-25,Highly Recommended,Low (<€1M)
342,Leroy Conceição,20,South Korea,LW,,Right,175,71,Osasuna,La Liga,23,23,1761,7,4,0.358,0.204,4.15,3.55,0.212,0.181,62,33,0.532,645,83.4,58,58,2.97,32.5,1.66,20.1,1.03,9.8,2.0,23.8,63.0,46.4,2.37,63.3,89.7,4.58,44.3,8.6,919,47.0,483.7,138.5,28.6,90,4.6,4,0.2,0.0,,,,0,0,41.3,34.5,5839248,1000,2028,55,73,Decent,2024-25,Monitor,Medium (€5-10M)
343,João Mount,20,Portugal,LB,CM,Right,183,73,Osasuna,La Liga,17,13,1293,0,1,0.0,0.07,0.16,0.01,0.011,0.001,6,2,0.333,905,83.1,57,10,0.7,22.3,1.55,39.0,2.72,27.0,44.0,47.4,49.4,11.9,0.83,63.1,42.6,2.97,23.5,5.1,1063,74.0,331.4,95.2,28.7,22,1.53,1,0.07,0.0,,,,0,0,21.6,31.7,1489147,1000,2029,58,76,Good,2024-25,Monitor,Low-Medium (€1-5M)
344,Nicolo Mainoo,16,Greece,CAM,LW,Right,169,65,Osasuna,La Liga,13,11,996,1,3,0.09,0.271,3.41,1.77,0.308,0.16,28,12,0.429,409,84.3,77,44,4.01,7.8,0.71,8.9,0.8,10.0,5.4,8.4,46.6,17.9,1.62,45.4,63.0,5.69,20.9,5.4,542,49.0,260.1,93.0,35.8,62,5.6,3,0.27,0.0,,,,2,0,22.5,19.7,583082,1000,2027,68,92,World Class,2024-25,Must Sign,Low (<€1M)
345,Luka Cherki,18,Belgium,GK,,Right,191,73,Osasuna,La Liga,14,14,1060,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,376,75.2,47,0,0.0,0.0,0.0,11.8,1.0,0.0,0.0,0.0,43.0,0.0,0.0,64.4,0.0,0.0,0.0,0.0,376,32.0,169.2,54.2,32.0,0,0.0,2,0.17,23.6,80.6,2.0,21.0,0,0,24.1,26.0,1544803,1000,2029,67,84,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
346,Pedri Tel,22,Netherlands,RB,CB,Right,180,77,Osasuna,La Liga,10,8,819,0,0,0.0,0.0,0.31,0.6,0.034,0.065,4,1,0.25,436,92.2,36,4,0.44,23.7,2.61,19.1,2.1,6.1,29.2,24.1,41.3,12.0,1.32,51.1,29.8,3.28,11.3,3.4,718,79.0,126.6,44.6,35.2,13,1.43,1,0.11,0.0,,,,0,0,22.5,17.7,785376,1000,2026,77,85,Excellent,2024-25,Recommended,Low (<€1M)
347,Evan Conceição,20,Turkey,CB,,Left,191,76,Osasuna,La Liga,22,22,1695,1,2,0.053,0.106,0.93,1.05,0.049,0.056,10,4,0.4,1130,87.0,94,7,0.37,68.8,3.65,19.5,1.03,17.7,61.6,52.3,53.1,9.8,0.52,55.0,73.3,3.89,37.3,9.6,1054,56.0,420.0,147.7,35.2,24,1.27,2,0.11,0.0,,,,4,0,23.3,51.9,3462018,1000,2029,66,82,Very Good,2024-25,Must Sign,Low-Medium (€1-5M)
348,Leroy Gravenberch,20,Spain,LB,CDM,Right,179,69,Osasuna,La Liga,6,3,522,0,0,0.0,0.0,0.14,0.41,0.025,0.07,3,1,0.333,423,86.5,23,4,0.69,19.1,3.29,11.5,1.99,8.5,18.8,13.0,56.9,8.4,1.44,47.4,7.8,1.35,4.6,1.4,365,63.0,113.9,32.2,28.3,8,1.38,2,0.34,0.0,,,,0,0,13.6,15.6,764377,1000,2027,66,81,Very Good,2024-25,Highly Recommended,Low (<€1M)
349,Amadou Güler,17,Argentina,ST,,Right,178,68,Osasuna,La Liga,5,4,430,2,0,0.419,0.0,2.75,0.36,0.576,0.075,16,8,0.5,90,85.4,9,5,1.12,6.1,1.27,3.5,0.73,0.9,1.1,6.7,39.7,9.4,1.96,73.0,10.1,2.11,4.1,1.0,176,37.0,84.8,28.6,33.8,10,2.09,1,0.21,0.0,,,,0,0,7.6,7.1,390219,1000,2029,70,94,World Class,2024-25,Must Sign,Low (<€1M)
350,Bradley Tonali,18,France,ST,,Right,193,77,Osasuna,La Liga,2,0,213,1,0,0.423,0.0,0.8,0.31,0.338,0.13,9,3,0.333,61,81.5,7,3,1.33,3.0,1.26,1.5,0.62,0.5,0.3,5.4,56.3,4.4,1.84,66.7,8.2,3.47,4.7,1.5,92,39.0,28.9,10.9,37.8,6,2.54,1,0.42,0.0,,,,0,0,3.3,5.9,718041,1000,2026,74,89,Excellent,2024-25,Must Sign,Low (<€1M)
351,Ismaël Onana,20,Nigeria,GK,,Both,190,71,Osasuna,La Liga,21,17,1588,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,494,91.5,17,0,0.0,0.0,0.0,17.6,1.0,0.0,17.6,17.6,38.1,0.0,0.0,72.8,0.0,0.0,0.0,0.0,511,29.0,362.7,105.1,29.0,0,0.0,0,0.0,52.9,80.8,5.0,31.0,3,0,36.2,42.8,2423038,1000,2026,75,86,Excellent,2024-25,Must Sign,Low-Medium (€1-5M)
352,Marcus Barella,19,Portugal,CDM,GK,Left,180,69,Osasuna,La Liga,3,3,298,0,0,0.0,0.0,0.39,0.65,0.118,0.195,5,2,0.4,198,88.7,29,2,0.86,9.1,2.74,4.0,1.2,2.4,5.0,3.2,50.8,2.3,0.69,60.6,5.7,1.72,2.3,0.3,205,62.0,51.4,16.3,31.7,4,1.21,0,0.0,0.0,,,,0,0,4.9,9.1,391354,1000,2027,70,85,Excellent,2024-25,Highly Recommended,Low (<€1M)
353,Nicolo Doku,19,Croatia,RW,CAM,Right,166,60,Osasuna,La Liga,3,0,279,0,0,0.0,0.0,1.1,0.87,0.355,0.281,8,3,0.375,120,75.9,9,9,2.96,5.0,1.62,1.5,0.48,1.3,1.4,2.8,62.1,13.6,4.39,63.2,21.5,6.94,7.4,2.0,173,56.0,45.4,13.5,29.8,17,5.48,2,0.65,0.0,,,,0,0,4.8,4.2,290524,1000,2028,72,83,Very Good,2024-25,Highly Recommended,Low (<€1M)
354,Kylian Mbappé,22,Belgium,GK,CM,Right,189,69,Osasuna,La Liga,16,15,1266,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,407,67.3,42,0,0.0,0.0,0.0,14.1,1.0,0.0,28.1,14.1,37.4,0.0,0.0,52.7,0.0,0.0,0.0,0.0,464,33.0,157.5,47.2,30.0,0,0.0,2,0.14,42.2,70.3,2.0,25.0,2,0,15.2,28.1,1726359,1000,2029,71,81,Very Good,2024-25,Recommended,Low-Medium (€1-5M)
355,Désiré Diaby,22,France,LB,,Left,181,66,Rayo Vallecano,La Liga,17,14,1328,0,1,0.0,0.068,0.82,0.79,0.055,0.054,8,2,0.25,723,87.5,88,6,0.41,26.8,1.82,29.6,2.01,19.8,44.5,24.8,40.2,21.1,1.43,68.5,49.0,3.32,21.8,3.9,1032,70.0,210.1,76.5,36.4,22,1.49,0,0.0,0.0,,,,0,0,20.7,21.6,1145419,1000,2029,78,88,Excellent,2024-25,Highly Recommended,Low-Medium (€1-5M)
356,Moussa Félix,20,Croatia,RB,,Right,176,68,Rayo Vallecano,La Liga,10,10,815,0,0,0.0,0.0,0.47,0.61,0.052,0.067,6,1,0.167,507,84.5,36,6,0.66,28.0,3.09,24.5,2.7,9.4,22.1,21.1,36.6,7.7,0.85,68.9,23.5,2.6,8.3,2.3,715,79.0,156.5,58.9,37.6,13,1.44,2,0.22,0.0,,,,1,0,14.4,27.1,1264860,1000,2026,57,74,Decent,2024-25,Low Priority,Low-Medium (€1-5M)
357,Kobbie Zaïre-Emery,18,Morocco,CDM,GK,Right,173,63,Rayo Vallecano,La Liga,8,6,600,0,1,0.0,0.15,0.97,1.1,0.145,0.165,10,4,0.4,333,87.7,53,5,0.85,19.5,2.92,15.0,2.25,7.1,12.4,13.2,51.5,7.0,1.06,71.1,14.2,2.13,5.6,1.3,373,56.0,65.1,21.6,33.1,10,1.5,1,0.15,0.0,,,,1,0,12.4,18.6,1186251,1000,2026,66,83,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
358,Evan Šeško,20,England,CDM,,Right,172,65,Rayo Vallecano,La Liga,19,18,1495,1,2,0.06,0.12,1.49,3.0,0.089,0.181,28,8,0.286,963,90.4,99,14,0.85,39.9,2.4,38.2,2.3,8.0,8.6,16.4,51.4,17.4,1.05,56.5,58.6,3.53,26.2,6.1,1196,72.0,345.6,122.5,35.4,31,1.87,2,0.12,0.0,,,,0,0,10.9,27.6,2239550,1000,2027,70,85,Excellent,2024-25,Highly Recommended,Low-Medium (€1-5M)
359,Gonçalo Palmer,18,England,CB,GK,Right,192,74,Rayo Vallecano,La Liga,7,6,579,0,0,0.0,0.0,0.19,0.2,0.029,0.03,3,1,0.333,392,87.6,45,2,0.31,18.7,2.9,17.6,2.73,11.7,14.2,16.4,57.5,6.4,1.0,73.5,9.3,1.44,3.4,1.6,533,83.0,150.3,37.8,25.1,5,0.78,0,0.0,0.0,,,,0,0,9.8,13.8,894890,1000,2026,65,82,Very Good,2024-25,Highly Recommended,Low (<€1M)
360,Gavi Jota,21,Denmark,CB,LB,Right,191,68,Rayo Vallecano,La Liga,30,26,2253,1,1,0.04,0.04,0.48,2.34,0.019,0.093,17,4,0.235,1401,93.1,125,15,0.6,51.7,2.07,26.8,1.07,14.8,78.1,42.4,48.5,25.4,1.02,55.5,73.6,2.94,27.6,10.3,1877,75.0,414.7,146.0,35.2,37,1.48,2,0.08,0.0,,,,3,0,20.5,22.6,2154222,1000,2027,71,85,Excellent,2024-25,Highly Recommended,Low-Medium (€1-5M)
361,Pedri Olise,19,Switzerland,ST,,Right,193,78,Rayo Vallecano,La Liga,23,20,1789,9,1,0.453,0.05,7.92,2.55,0.398,0.128,63,26,0.413,655,77.9,19,41,2.11,23.1,1.16,4.7,0.24,4.0,6.4,39.1,45.2,60.8,3.06,71.4,76.6,3.85,36.9,4.9,636,32.0,349.2,105.8,30.3,75,3.77,5,0.25,0.0,,,,5,0,31.7,21.1,2984292,1000,2026,79,93,World Class,2024-25,Must Sign,Low-Medium (€1-5M)
362,Alejandro Kvaratskhelia,21,Germany,LB,,Right,168,67,Rayo Vallecano,La Liga,8,8,655,0,0,0.0,0.0,0.0,0.03,0.0,0.005,2,0,0.0,494,88.5,36,3,0.41,21.0,2.88,12.9,1.78,14.5,35.9,28.4,46.1,10.7,1.47,63.3,24.6,3.38,13.2,4.6,473,65.0,168.6,52.7,31.2,11,1.51,0,0.0,0.0,,,,1,0,5.8,11.0,852703,1000,2029,68,79,Good,2024-25,Low Priority,Low (<€1M)
363,Nuno Camavinga,20,France,ST,,Right,180,66,Rayo Vallecano,La Liga,21,18,1577,10,4,0.571,0.228,7.2,1.28,0.411,0.073,47,24,0.511,403,72.0,52,42,2.42,24.5,1.4,6.8,0.39,8.6,6.1,25.6,42.6,33.2,1.89,63.8,35.6,2.03,16.4,2.2,543,31.0,252.0,77.9,30.9,59,3.37,7,0.4,0.0,,,,3,0,20.2,44.3,5818320,1318,2026,76,85,Excellent,2024-25,Highly Recommended,Medium (€5-10M)
364,Viktor Šeško,22,Brazil,CDM,LW,Right,174,69,Rayo Vallecano,La Liga,13,9,1031,1,1,0.087,0.087,0.8,1.15,0.07,0.1,16,5,0.312,630,85.8,91,25,2.22,17.7,1.54,15.5,1.35,13.8,15.8,24.4,59.7,18.5,1.62,56.8,19.2,1.68,8.9,1.9,836,73.0,282.7,71.5,25.3,34,2.97,1,0.09,0.0,,,,2,0,24.9,10.0,1217837,1000,2026,63,68,Decent,2024-25,Low Priority,Low-Medium (€1-5M)
365,Rafael Šeško,16,Serbia,LB,,Right,183,66,Rayo Vallecano,La Liga,1,0,146,0,0,0.0,0.0,0.09,0.06,0.055,0.038,1,0,0.0,100,86.8,9,0,0.0,5.2,3.18,3.5,2.14,3.2,7.3,3.5,68.0,1.9,1.17,64.7,2.7,1.64,1.2,0.1,126,78.0,30.2,10.6,35.2,1,0.62,2,1.23,0.0,,,,0,0,1.9,1.3,71534,1000,2027,62,83,Very Good,2024-25,Highly Recommended,Low (<€1M)
366,Reece Mitoma,18,Italy,LB,CB,Right,181,70,Rayo Vallecano,La Liga,12,11,965,0,0,0.0,0.0,0.15,0.43,0.014,0.04,7,2,0.286,707,89.5,32,5,0.47,37.4,3.49,24.7,2.31,9.1,35.5,39.0,40.7,5.5,0.51,47.3,27.8,2.6,8.5,1.8,600,56.0,94.9,31.6,33.3,12,1.12,0,0.0,0.0,,,,1,0,18.8,19.1,1179774,1000,2026,71,89,Excellent,2024-25,Must Sign,Low-Medium (€1-5M)
367,Vitinha Camavinga,22,Italy,CAM,GK,Right,173,67,Rayo Vallecano,La Liga,30,28,2291,4,8,0.157,0.314,3.22,8.21,0.126,0.322,46,20,0.435,1374,88.0,305,72,2.85,30.6,1.2,17.1,0.67,14.0,8.9,24.9,60.9,53.3,2.09,70.1,177.0,6.95,99.1,9.4,1680,66.0,287.7,92.5,32.2,124,4.87,4,0.16,0.0,,,,6,0,50.9,74.7,4590731,1000,2026,64,76,Good,2024-25,Monitor,Low-Medium (€1-5M)
368,Ismaël Conceição,21,Portugal,GK,,Right,188,71,Rayo Vallecano,La Liga,19,15,1438,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,367,78.2,63,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,64.6,0.0,0.0,68.0,0.0,0.0,0.0,0.0,415,26.0,274.6,97.7,35.6,0,0.0,2,0.13,47.9,64.0,4.0,25.0,4,0,19.6,45.8,1763396,1000,2026,75,86,Excellent,2024-25,Highly Recommended,Low-Medium (€1-5M)
369,Youssouf Mbappé,21,Morocco,CM,,Right,184,72,Real Betis,La Liga,30,27,2260,1,3,0.04,0.119,2.15,3.55,0.086,0.141,20,9,0.45,1180,83.6,251,42,1.71,44.2,1.76,55.2,2.2,28.9,32.4,42.1,61.4,15.9,0.63,52.3,95.3,3.8,32.9,12.6,1582,63.0,288.6,81.2,28.1,66,2.63,1,0.04,0.0,,,,3,0,31.2,72.3,3881575,1000,2026,67,81,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
370,Kaoru Šeško,19,Norway,CB,,Left,189,76,Real Betis,La Liga,1,0,107,0,0,0.0,0.0,0.06,0.03,0.048,0.021,0,0,0.0,51,84.2,5,0,0.0,4.0,3.34,1.4,1.14,2.2,4.0,3.7,56.4,1.7,1.45,66.3,1.5,1.3,0.6,0.3,80,68.0,10.5,3.4,32.5,0,0.0,0,0.0,0.0,,,,0,0,0.9,1.0,128087,1000,2028,60,76,Good,2024-25,Monitor,Low (<€1M)
371,Lamine Bellingham,17,France,CAM,,Right,180,73,Real Betis,La Liga,6,5,523,1,0,0.172,0.0,0.77,1.49,0.132,0.257,16,6,0.375,273,86.2,69,25,4.47,9.2,1.58,6.3,1.09,3.8,4.6,8.6,69.2,16.5,2.85,65.3,28.0,4.82,10.7,5.3,296,51.0,88.8,29.3,33.0,36,6.2,1,0.17,0.0,,,,1,0,4.2,10.1,307122,1000,2026,60,78,Good,2024-25,Monitor,Low (<€1M)
372,Benjamin Yamal,16,Argentina,CDM,,Left,185,68,Real Betis,La Liga,14,10,1082,1,1,0.083,0.083,1.23,1.76,0.102,0.146,13,4,0.308,541,85.4,132,14,1.21,35.6,2.96,16.6,1.38,9.3,23.7,14.6,63.5,12.8,1.06,54.2,30.7,2.55,15.6,5.3,685,57.0,196.3,60.2,30.7,24,2.0,1,0.08,0.0,,,,2,0,10.8,31.3,654898,1000,2028,55,73,Decent,2024-25,Monitor,Low (<€1M)
373,Jeremy Kvaratskhelia,22,France,CM,GK,Both,180,68,Real Betis,La Liga,22,18,1674,3,1,0.161,0.054,1.08,3.45,0.058,0.186,18,7,0.389,1041,89.5,111,23,1.28,47.3,2.54,42.4,2.28,21.4,26.7,30.6,61.5,17.6,0.95,55.9,35.7,1.92,15.3,4.0,1023,55.0,157.8,44.5,28.2,36,1.94,2,0.11,0.0,,,,0,0,31.5,35.9,1672602,1000,2026,75,87,Excellent,2024-25,Highly Recommended,Low-Medium (€1-5M)
374,Kylian Kolo Muani,19,England,LW,CAM,Left,178,76,Real Betis,La Liga,1,0,127,0,0,0.0,0.0,0.3,0.36,0.215,0.257,5,2,0.4,47,81.6,9,2,2.01,2.3,1.63,0.9,0.61,0.6,0.4,1.6,38.7,7.4,5.21,53.8,10.3,7.33,3.3,0.7,74,53.0,30.0,10.4,34.6,7,4.96,2,1.42,0.0,,,,0,0,2.6,2.0,108984,1000,2029,66,85,Excellent,2024-25,Highly Recommended,Low (<€1M)
375,Pedri Tel,17,Spain,CM,CB,Right,180,74,Real Betis,La Liga,6,5,461,0,0,0.0,0.0,0.71,1.01,0.138,0.197,8,3,0.375,307,88.6,51,12,2.49,8.7,1.7,10.4,2.02,3.1,5.6,9.7,36.0,5.9,1.15,65.9,12.2,2.38,5.7,1.1,399,78.0,63.3,24.2,38.2,16,3.12,1,0.2,0.0,,,,0,0,8.9,13.3,267024,1000,2028,65,81,Very Good,2024-25,Highly Recommended,Low (<€1M)
376,Cole Félix,18,France,ST,,Left,192,70,Real Betis,La Liga,3,2,258,1,0,0.349,0.0,1.14,0.23,0.397,0.081,9,4,0.444,63,83.4,11,3,1.31,2.8,0.97,1.2,0.41,0.4,1.1,5.4,40.2,6.1,2.13,58.3,5.4,1.88,2.4,1.0,97,34.0,50.5,19.5,38.5,6,2.09,2,0.7,0.0,,,,0,0,4.8,6.8,773888,1000,2026,79,96,World Class,2024-25,Highly Recommended,Low (<€1M)
377,Khvicha Yıldız,19,Germany,CM,LB,Both,178,69,Real Madrid,La Liga,12,12,904,0,2,0.0,0.199,1.01,0.89,0.101,0.088,14,4,0.286,622,92.3,60,8,0.88,33.3,3.31,23.2,2.31,8.5,7.5,22.2,52.5,9.9,0.99,70.6,29.8,2.97,16.9,5.1,743,74.0,140.7,48.4,34.4,17,1.69,1,0.1,0.0,,,,1,0,7.7,11.6,1493055,1000,2026,55,69,Decent,2024-25,Low Priority,Low-Medium (€1-5M)
378,Nicolo Lukeba,18,France,CM,GK,Right,178,72,Real Madrid,La Liga,5,4,446,0,0,0.0,0.0,0.27,0.34,0.053,0.07,9,2,0.222,223,85.4,29,11,2.39,14.9,3.01,10.8,2.18,2.1,8.7,7.4,49.2,4.4,0.89,45.9,17.4,3.52,6.7,2.0,287,58.0,91.8,23.5,25.6,16,3.23,0,0.0,0.0,,,,1,0,5.3,9.3,635667,1000,2027,59,80,Very Good,2024-25,Highly Recommended,Low (<€1M)
